id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21,hour_of_day,day_of_week
1267156855081163722,0,2014-10-23 04:00:00,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,dc961ccd,d787e91b,1,0,21912,320,50,2528,0,35,100081,221,4,Thursday
12727443055513193910,0,2014-10-23 04:00:00,1005,0,6ec06dbd,d262cf1e,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,70bcb463,d6e0e6ff,1,0,21621,320,50,2482,3,167,-1,23,4,Thursday
12958248529463100506,0,2014-10-23 04:00:00,1005,0,9ee9dd00,759d1c56,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e4cb147b,36b8f4c5,1,0,21923,320,50,2528,0,35,100076,221,4,Thursday
13503418484453945023,0,2014-10-23 04:00:00,1005,0,d7f3460b,f7570339,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a5abe0b8,7ac6007f,1,2,20352,320,50,2333,0,39,-1,157,4,Thursday
13553351896699152089,0,2014-10-23 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,b28a5164,2347f47a,0f2161f8,a99f214a,3b4309cc,7375dd40,1,0,22118,320,50,2547,2,35,-1,13,4,Thursday
13854081183596324722,0,2014-10-23 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,28d3bd59,b8d325c3,0f2161f8,a99f214a,fea6d6c9,d25693ce,1,0,22113,320,50,2547,2,35,-1,13,4,Thursday
14029929303045826298,0,2014-10-23 04:00:00,1005,0,0920c555,9d54950b,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,cb118a69,109f35ad,1,0,22108,300,250,2546,2,35,-1,13,4,Thursday
14202734116286878212,0,2014-10-23 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,153ec5c0,fbec56bc,1,0,22102,320,50,2545,0,35,100084,221,4,Thursday
14336869583517739865,0,2014-10-23 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,28d3bd59,b8d325c3,0f2161f8,a99f214a,c36d4bec,d57111ae,1,2,22116,320,50,2547,2,35,100194,13,4,Thursday
14570145426267385705,0,2014-10-23 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,442cfede,2347f47a,cef3e649,5b0afa77,028a4998,fce66524,1,3,22014,320,50,2536,0,687,100031,48,4,Thursday
14916815656938452086,0,2014-10-23 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,c51f82bc,d9b5648e,0f2161f8,a99f214a,252c9c5e,de976fc8,1,0,17661,320,50,1996,1,41,100057,71,4,Thursday
15062778108252327071,0,2014-10-23 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,26006904,92cbf949,a5bce124,1,0,16688,320,50,1873,3,39,-1,23,4,Thursday
15343963947791384923,1,2014-10-23 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,8dbc921a,d9b5648e,0f2161f8,a99f214a,dd2f13d3,f4fffcd0,1,0,21611,320,50,2480,3,297,100111,61,4,Thursday
15432024217005911843,0,2014-10-23 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,c105f675,2347f47a,0f2161f8,a99f214a,3daded72,71ca785b,1,2,21975,320,50,2531,3,291,-1,61,4,Thursday
15480734941804978737,0,2014-10-23 04:00:00,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d69796db,8a4875bd,1,0,21980,320,50,2532,0,675,100075,48,4,Thursday
15524633673961646594,0,2014-10-23 04:00:00,1005,0,7aec40a2,f415c8a8,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bccade39,1c6a881d,1,2,22097,300,250,2544,0,35,-1,110,4,Thursday
15599565122245342033,0,2014-10-23 04:00:00,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,32c07c42,8a4875bd,1,0,21980,320,50,2532,0,675,-1,48,4,Thursday
15771954931234978035,0,2014-10-23 04:00:00,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b3db50c1,be6db1d7,1,0,22007,320,50,2535,0,675,-1,48,4,Thursday
16376328813640052471,0,2014-10-23 04:00:00,1005,1,791b5571,fd13bc73,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f944762d,524ad92e,1,0,17894,320,50,2039,2,39,100075,32,4,Thursday
16575102621367102072,1,2014-10-23 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,bdd13001,60b55222,4ea23a13,1,0,22113,320,50,2547,2,35,-1,13,4,Thursday
16856392548632928141,0,2014-10-23 04:00:00,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,250520b3,1d5bfd2d,1,0,22114,320,50,2547,2,35,100111,13,4,Thursday
17638348891930824689,0,2014-10-23 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0108d156,fce66524,1,0,15703,320,50,1722,0,35,100084,79,4,Thursday
18058360535640884742,0,2014-10-23 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,542205df,9e3836ff,1,0,21975,320,50,2531,3,291,-1,61,4,Thursday
18135469704321567216,0,2014-10-23 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,7294839b,1,0,22102,320,50,2545,0,35,-1,221,4,Thursday
18228776589016393463,0,2014-10-23 04:00:00,1005,1,222acd54,de0f0f82,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0c208a4e,dfeda01b,1,0,16615,320,50,1863,3,39,100103,23,4,Thursday
183389866923876302,0,2014-10-23 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,8ca53e06,822027bd,2c948de5,1,0,20633,320,50,2374,3,39,-1,23,4,Thursday
1859278136677484497,0,2014-10-23 04:00:00,1005,1,57ef2c87,bd6d812f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,86835965,76dc4769,1,0,21917,320,50,2528,0,35,-1,221,4,Thursday
2801727351250095200,0,2014-10-23 04:00:00,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8b8d3ad4,f87e93a5,1,0,21831,320,50,2522,0,39,-1,221,4,Thursday
2824809685061897378,0,2014-10-23 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,28d3bd59,b8d325c3,0f2161f8,a99f214a,ac39bbd2,aaffed8f,1,0,22116,320,50,2547,2,35,100194,13,4,Thursday
2955759899361619752,0,2014-10-23 04:00:00,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6b3e27d3,9f8d0424,1,0,21923,320,50,2528,0,35,100081,221,4,Thursday
3202106939158770431,1,2014-10-23 04:00:00,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,33356cd3,24f6b932,1,0,17014,320,50,1872,3,39,-1,23,4,Thursday
325909630736180255,1,2014-10-23 04:00:00,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7ea8515f,8a4875bd,1,0,21923,320,50,2528,0,35,100081,221,4,Thursday
3480022097774662749,1,2014-10-23 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,359fa4c8,1ccc7835,1,0,22106,320,50,2545,0,35,100084,221,4,Thursday
3572017360247576192,0,2014-10-23 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,28d3bd59,b8d325c3,0f2161f8,a99f214a,5f0bd95a,ef726eae,1,0,22116,320,50,2547,2,35,100148,13,4,Thursday
378382448947328379,0,2014-10-23 04:00:00,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e415593a,49bc419a,1,0,21917,320,50,2528,0,35,-1,221,4,Thursday
4149377737836297631,0,2014-10-23 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a8ea10d9,8a4875bd,1,0,22104,320,50,2545,0,35,-1,221,4,Thursday
4338897079209907736,0,2014-10-23 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,b1d2b516,5bc52e1d,1,0,20153,320,50,2307,3,163,-1,61,4,Thursday
4407399371889462307,1,2014-10-23 04:00:00,1005,1,b8eae5f9,1e334bd3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cb87d228,d7fe30a4,1,0,19771,320,50,2227,0,679,100075,48,4,Thursday
4415238661950144142,0,2014-10-23 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ea2a0ddd,293291c1,1,0,22103,320,50,2545,0,35,100084,221,4,Thursday
4781013605918350850,0,2014-10-23 04:00:00,1005,1,7dd19f44,9690165f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,003c9c26,d787e91b,1,0,20251,320,50,2323,0,687,100081,48,4,Thursday
5035469805817416026,0,2014-10-23 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,1d8d4f9e,5096d134,1,0,22118,320,50,2547,2,35,-1,13,4,Thursday
503692034687870979,0,2014-10-23 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4767bd16,c6263d8a,1,0,22114,320,50,2547,2,35,-1,13,4,Thursday
5142970424774190645,0,2014-10-23 04:00:00,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7f10f95f,1f0bc64f,1,0,21676,320,50,2495,2,167,-1,23,4,Thursday
5147398350517828075,0,2014-10-23 04:00:00,1005,0,26fa1946,e2a5dc06,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,cbd22633,89416188,1,0,17239,320,50,1973,3,39,100148,23,4,Thursday
5522157632550835790,0,2014-10-23 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d5fd4490,a0f5f879,1,0,21731,320,50,2502,0,39,100084,221,4,Thursday
5666083270377332772,0,2014-10-23 04:00:00,1005,1,2d7bacb1,945bfb4b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a0bcc6d6,a0f5f879,1,0,8330,320,50,761,3,175,100077,23,4,Thursday
5673103023659193554,1,2014-10-23 04:00:00,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8322fc5b,4557228f,1,0,16920,320,50,1899,0,431,100081,117,4,Thursday
5744043561591993147,0,2014-10-23 04:00:00,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,938a33c5,84ebbcd4,1,0,19015,300,250,2162,2,39,-1,33,4,Thursday
576981482462055699,0,2014-10-23 04:00:00,1005,1,d43e62fb,2c5a2165,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,dab618cd,d787e91b,1,0,8330,320,50,761,3,175,100077,23,4,Thursday
6224636236458830356,0,2014-10-23 04:00:00,1005,0,198f3f8c,5ce330bf,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c8d47401,8a4875bd,1,0,21593,320,50,2478,3,167,-1,23,4,Thursday
6787293425792628970,0,2014-10-23 04:00:00,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5b052dd4,8571106b,1,0,20362,320,50,2333,0,39,-1,157,4,Thursday
6839104339698294202,1,2014-10-23 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,be87996b,1,2,22106,320,50,2545,0,35,-1,221,4,Thursday
6885824482942396903,0,2014-10-23 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,6c764579,542422a7,1,0,18648,320,50,1092,3,811,100156,61,4,Thursday
8378827431953234626,0,2014-10-23 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c914c204,ecb851b2,1,0,22103,320,50,2545,0,35,-1,221,4,Thursday
9039421997831752161,0,2014-10-23 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,84563156,f5267723,1,0,22104,320,50,2545,0,35,100084,221,4,Thursday
9094395995298467559,0,2014-10-23 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,28d3bd59,b8d325c3,0f2161f8,a99f214a,1134ebcd,a29a4df9,1,2,22118,320,50,2547,2,35,100202,13,4,Thursday
9308477448893013225,1,2014-10-23 04:00:00,1005,0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,9e33a499,a2140f4f,1,0,21836,300,250,2523,0,39,-1,221,4,Thursday
9308695533910650588,0,2014-10-23 04:00:00,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4fa7cfc7,f620c868,1,0,16858,320,50,1887,3,39,100199,23,4,Thursday
963033991952410503,0,2014-10-23 04:00:00,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8f2b744b,c1ed9e7e,1,0,21985,320,50,2532,0,675,-1,48,4,Thursday
9683352292809690357,0,2014-10-23 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,1779deee,2347f47a,f95efa07,a99f214a,b5077fcc,9e3836ff,1,0,20634,320,50,2374,3,39,-1,23,4,Thursday
9705499153637896370,1,2014-10-23 04:00:00,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,74179674,ad6d46df,1,0,21917,320,50,2528,0,35,100077,221,4,Thursday
9835299147834464539,1,2014-10-23 04:00:00,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bad2b348,5096d134,1,0,21674,320,50,2495,2,167,100173,23,4,Thursday
1003666041846758994,0,2014-10-23 05:00:00,1005,1,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8caddd71,8a4875bd,1,0,21411,320,50,2467,2,167,100077,23,5,Thursday
10086474341366789518,0,2014-10-23 05:00:00,1005,0,9d5dba0f,964a3bd1,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d343d04a,c794d6c9,1,0,20008,320,50,2283,0,163,100076,95,5,Thursday
10329142668921418933,0,2014-10-23 05:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,b1c87a3a,2347f47a,0f2161f8,6b087c17,bff139f7,4ea23a13,1,0,20093,300,250,2295,2,35,-1,23,5,Thursday
10541770832167545503,0,2014-10-23 05:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,a99f214a,b7f7eaca,cd5b1559,1,2,15708,320,50,1722,0,35,100084,79,5,Thursday
11313494696340757182,0,2014-10-23 05:00:00,1005,1,e023ba3e,75f9ddc3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,431ad217,8a4875bd,1,0,22094,320,50,2544,0,35,-1,110,5,Thursday
11457580047922540075,0,2014-10-23 05:00:00,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af62faf4,cad4c01d,1,0,9478,320,50,906,3,1451,100156,61,5,Thursday
11478134709413189924,0,2014-10-23 05:00:00,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2f323f36,3bb1ddd7,1,0,9478,320,50,906,3,1451,100156,61,5,Thursday
11685916567146654814,0,2014-10-23 05:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,4f837395,cd170050,3b06fa5e,1,0,22111,320,50,2546,2,35,-1,13,5,Thursday
11739391296515003461,0,2014-10-23 05:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,659538ff,c32b12a5,684581ce,1,0,21917,320,50,2528,3,35,100077,221,5,Thursday
1181366142777882847,0,2014-10-23 05:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,28d3bd59,b8d325c3,0f2161f8,a99f214a,d06e0a3c,cbb77256,1,0,22111,320,50,2546,2,35,-1,13,5,Thursday
12006918666004229178,0,2014-10-23 05:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,61024166,ecb851b2,1,0,21962,320,50,2520,2,34,-1,90,5,Thursday
12517978698027768509,1,2014-10-23 05:00:00,1005,1,e023ba3e,75f9ddc3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c00916fb,aaffed8f,1,0,17914,320,50,2043,2,39,100083,32,5,Thursday
1301700473112399190,0,2014-10-23 05:00:00,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ed7782e4,8a4875bd,1,0,22006,320,50,2535,0,675,100079,48,5,Thursday
1317309124948715575,0,2014-10-23 05:00:00,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,99e5513d,8a4875bd,1,0,21917,320,50,2528,3,35,-1,221,5,Thursday
13220777307902378691,1,2014-10-23 05:00:00,1005,0,0920c555,9d54950b,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,108a64f4,d787e91b,1,0,22108,300,250,2546,2,35,100200,13,5,Thursday
13561111357639753750,0,2014-10-23 05:00:00,1005,0,d7f3460b,f7570339,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ba6dd55e,a5fbe35d,1,0,20362,320,50,2333,0,39,-1,157,5,Thursday
13736762554572290170,1,2014-10-23 05:00:00,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d66b3d5c,d787e91b,1,0,21921,320,50,2528,3,35,100076,221,5,Thursday
14633116225042852633,0,2014-10-23 05:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,acd8cc5a,d787e91b,1,0,22106,320,50,2545,0,35,-1,221,5,Thursday
14823352937655940962,0,2014-10-23 05:00:00,1002,0,f9c4aa74,38ef7e94,50e219e0,ecad2386,7801e8d9,07d7df22,198ae3e6,2256ac29,4042e175,0,0,17894,320,50,2039,2,39,100074,32,5,Thursday
14901192132162136294,0,2014-10-23 05:00:00,1005,0,0920c555,9d54950b,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,81a0c98f,2a5026a5,1,0,22108,300,250,2546,2,35,-1,13,5,Thursday
14911284967525859319,0,2014-10-23 05:00:00,1005,0,dcc019de,250469f8,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c9765f81,1b01c4ed,1,0,8330,320,50,761,3,175,100075,23,5,Thursday
153980149103413598,0,2014-10-23 05:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,ce183bbd,ae637522,cef3e649,a99f214a,7de1cf4a,36b67a2a,1,0,16350,320,50,1823,1,167,100004,71,5,Thursday
15446754951874835123,0,2014-10-23 05:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,04cca6ba,76dc4769,1,0,22102,320,50,2545,0,35,-1,221,5,Thursday
15779968847272780094,1,2014-10-23 05:00:00,1005,0,3f4e9394,bc78c9c1,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fc6ac57b,e981565c,1,0,19665,320,50,2253,2,303,-1,52,5,Thursday
15840237535166479552,1,2014-10-23 05:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,430acf90,2347f47a,0f2161f8,083f6136,a7fcd607,c6263d8a,1,2,19493,320,50,2229,0,687,100031,48,5,Thursday
16609191233608018935,0,2014-10-23 05:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,160b2c36,108a4740,80b1a1d2,1,0,4687,320,50,423,2,39,100148,32,5,Thursday
16818424264096592442,0,2014-10-23 05:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1af5a6e0,36d749e5,1,0,22105,320,50,2545,0,35,-1,221,5,Thursday
17194156070640971786,0,2014-10-23 05:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,562a1d2a,5096d134,1,0,22109,320,50,2546,2,35,-1,13,5,Thursday
17865996851280168179,0,2014-10-23 05:00:00,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e835e138,31f63ca2,1,0,19771,320,50,2227,0,679,100077,48,5,Thursday
17891879922175559839,0,2014-10-23 05:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,992b3885,4ea23a13,1,0,22106,320,50,2545,0,35,-1,221,5,Thursday
17922795363290426621,0,2014-10-23 05:00:00,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,401c22c3,4ea23a13,1,0,17262,320,50,1872,3,39,-1,23,5,Thursday
18047250756710664787,0,2014-10-23 05:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,33af1eee,e3bb76b5,1,0,21611,320,50,2480,3,297,100111,61,5,Thursday
1945926899379462442,1,2014-10-23 05:00:00,1005,0,4bf5bbe2,6b560cc1,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4cdb6bbc,779d90c2,1,0,20093,300,250,2295,2,35,100077,23,5,Thursday
2598220401172386093,0,2014-10-23 05:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,5db9aa7a,e9b09ecb,5096d134,1,0,15705,320,50,1722,0,35,-1,79,5,Thursday
3005128263095098003,0,2014-10-23 05:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5ec4af9d,36d749e5,1,0,22104,320,50,2545,0,35,-1,221,5,Thursday
3189890486660187549,1,2014-10-23 05:00:00,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0af96f9e,44801bc1,1,0,21836,300,250,2523,0,39,100083,221,5,Thursday
4162812344315682683,1,2014-10-23 05:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1e797e5b,8a4875bd,1,0,22105,320,50,2545,0,35,-1,221,5,Thursday
4228881953361213673,0,2014-10-23 05:00:00,1002,0,d1a51189,47b6debc,50e219e0,ecad2386,7801e8d9,07d7df22,8acec94e,9eacc655,7f39481c,0,0,19998,216,36,2281,3,47,100182,42,5,Thursday
4359874814520954733,0,2014-10-23 05:00:00,1005,1,b554a32a,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b044251e,f60c2fd3,1,0,9478,320,50,906,3,1451,100156,61,5,Thursday
4382405368772529901,0,2014-10-23 05:00:00,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d90a7774,3bb1ddd7,1,0,9478,320,50,906,3,1451,100156,61,5,Thursday
4607794605127671791,0,2014-10-23 05:00:00,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,e29754ce,83ca6fdb,1,0,19771,320,50,2227,0,679,100081,48,5,Thursday
537883095075744841,1,2014-10-23 05:00:00,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,009a7861,9bbdb88c,1,0,9478,320,50,906,3,1451,100156,61,5,Thursday
6443370053034831294,0,2014-10-23 05:00:00,1005,0,9a977531,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,efa94233,d4897fef,1,0,21997,320,50,2534,0,675,-1,48,5,Thursday
7095964245735435217,1,2014-10-23 05:00:00,1005,0,97c9ac6a,5baa6f69,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,959ec33a,84ebbcd4,1,0,20366,320,50,2333,0,39,-1,157,5,Thursday
7401295836604140969,0,2014-10-23 05:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,5bf0f43e,1f0bc64f,1,0,22029,320,50,2537,0,687,100031,48,5,Thursday
7714618789001157937,0,2014-10-23 05:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,485394c0,a5bce124,1,0,22112,320,50,2546,2,35,100148,13,5,Thursday
8013019756158772913,0,2014-10-23 05:00:00,1005,0,8cbacf0b,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,116d2b54,3c53a1a6,1,0,22003,320,50,2534,0,675,-1,48,5,Thursday
8677074901511285349,1,2014-10-23 05:00:00,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,fecbcbea,6e1e2240,1,0,19015,300,250,2162,2,39,100188,33,5,Thursday
877935452810163497,0,2014-10-23 05:00:00,1002,0,a0a4523d,6a9dcbd8,50e219e0,ecad2386,7801e8d9,07d7df22,afb9de49,1eee1111,43e7b962,0,0,20173,300,50,2312,0,167,100075,16,5,Thursday
906439057316789988,0,2014-10-23 05:00:00,1005,0,ff361da0,6dbd48f0,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,714ac6b6,794346bd,1,2,6392,320,50,547,3,47,-1,23,5,Thursday
9087800094450493132,0,2014-10-23 05:00:00,1005,0,e139b348,8933dbcb,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a013ae37,1f0bc64f,1,0,17239,320,50,1973,3,39,-1,23,5,Thursday
9464765383611935108,0,2014-10-23 05:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,aa50890c,d9b5648e,0f2161f8,a99f214a,d4057be8,aad45b01,1,0,21611,320,50,2480,3,297,100111,61,5,Thursday
9615704672936004089,0,2014-10-23 05:00:00,1005,0,dcc019de,250469f8,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ac565708,be6db1d7,1,0,8330,320,50,761,3,175,-1,23,5,Thursday
9883836629343446553,0,2014-10-23 05:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,110b95d0,c4747a6a,684581ce,1,0,22094,320,50,2544,0,35,-1,110,5,Thursday
9958565219473385739,0,2014-10-23 05:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,28d3bd59,b8d325c3,0f2161f8,a99f214a,2a3bca7b,5347522c,1,2,22107,320,50,2546,2,35,-1,13,5,Thursday
10203273756661840403,0,2014-10-23 06:00:00,1005,4,240ecdfd,2c5a2165,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,beadd56a,1f0bc64f,1,0,6563,320,50,572,2,39,-1,32,6,Thursday
10340512602679757766,1,2014-10-23 06:00:00,1005,0,d8bb8687,98e6755b,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c3f4d857,3769962c,1,0,17239,320,50,1973,3,39,-1,23,6,Thursday
11088773113544811621,1,2014-10-23 06:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ae1bb90b,711ee120,1,0,22105,320,50,2545,0,35,-1,221,6,Thursday
